Experiment: DisplayExperiment
Date: 30.08.2018
Time: 17:59:55
Width: 1920
Height: 1200
Depth: 32
Rate: 59
Monitors: SAM_SycMastr_H9XS904970
Trials: 10

Trial,Time,SensorBrightness
2,940308,14
2,940580,14
2,940852,15
2,941124,15
2,941396,13
2,941668,14
2,941940,15
2,942212,15
2,942484,15
2,942756,15
2,943028,14
2,943300,15
2,943572,14
2,943844,14
2,944116,15
2,944412,14
2,944684,15
2,944956,15
2,945228,15
2,945500,14
2,945772,15
2,946044,14
2,946316,14
2,946588,15
2,946860,14
2,947132,15
2,947404,15
2,947676,14
2,947948,15
2,948220,16
2,948500,15
2,948772,13
2,949044,14
2,949316,15
2,949588,15
2,949860,13
2,950132,16
2,950404,14
2,950676,14
2,950948,15
2,951220,14
2,951492,15
2,951764,15
2,952036,13
2,952308,14
2,952604,14
2,952876,14
2,953148,16
2,953420,14
2,953692,15
2,953964,15
2,954236,13
2,954508,13
2,954780,15
2,955052,14
2,955324,15
2,955596,15
2,955868,14
2,956140,15
2,956412,15
2,956692,14
2,956964,15
2,957236,14
2,957508,16
2,957780,14
2,958052,14
2,958324,14
2,958596,15
2,958868,14
2,959140,15
2,959412,14
2,959684,13
2,959956,14
2,960228,14
2,960500,15
2,960796,14
2,961068,13
2,961340,15
2,961612,15
2,961884,14
2,962156,14
2,962428,14
2,962700,13
2,962972,15
2,963244,14
2,963516,14
2,963788,16
2,964060,15
2,964332,14
2,964604,15
2,964884,13
2,965156,14
2,965428,14
2,965700,15
2,965972,14
2,966244,15
2,966516,15
2,966788,15
2,967060,13
2,967332,15
2,967604,14
2,967876,14
2,968148,14
2,968420,15
2,968692,14
2,968988,15
2,969260,15
2,969532,14
2,969804,15
2,970076,14
2,970348,15
2,970620,14
2,970892,12
2,971164,15
2,971436,15
2,971708,14
2,971980,15
2,972252,14
2,972524,15
2,972796,15
2,973076,14
2,973348,15
2,973620,14
2,973892,15
2,974164,15
2,974436,13
2,974708,15
2,974980,14
2,975252,14
2,975524,15
2,975796,14
2,976068,14
2,976340,15
2,976612,13
2,976884,13
2,977180,14
2,977452,14
2,977724,14
2,977996,14
2,978268,14
2,978540,14
2,978812,15
2,979084,12
2,979356,15
2,979628,15
2,979900,14
2,980172,15
2,980444,13
2,980716,14
2,980988,15
2,981268,14
2,981540,15
2,981812,13
2,982084,14
2,982356,15
2,982628,15
2,982900,14
2,983172,14
2,983444,14
2,983716,15
2,983988,14
2,984260,13
2,984532,14
2,984804,16
2,985076,14
2,985372,13
2,985644,14
2,985916,14
2,986188,15
2,986460,14
2,986732,15
2,987004,14
2,987276,13
2,987548,12
2,987820,14
2,988092,15
2,988364,15
2,988636,15
2,988908,13
2,989180,15
2,989460,14
2,989732,15
2,990004,14
2,990276,14
2,990548,15
2,990820,14
2,991092,16
2,991364,14
2,991636,14
2,991908,15
2,992180,15
2,992452,14
2,992724,14
2,992996,14
2,993268,14
2,993564,15
2,993836,15
2,994108,13
2,994380,15
2,994652,14
3,1182028,14
3,1182300,14
3,1182572,15
3,1182844,15
3,1183116,15
3,1183388,14
3,1183660,15
3,1183932,14
3,1184204,15
3,1184476,14
3,1184748,15
3,1185044,14
3,1185316,15
3,1185588,13
3,1185860,16
3,1186132,14
3,1186404,15
3,1186676,14
3,1186948,14
3,1187220,14
3,1187492,15
3,1187764,15
3,1188036,15
3,1188308,15
3,1188580,14
3,1188852,15
3,1189148,15
3,1189420,14
3,1189692,15
3,1189964,14
3,1190236,15
3,1190508,14
3,1190780,15
3,1191052,14
3,1191324,14
3,1191596,14
3,1191868,16
3,1192140,15
3,1192412,13
3,1192684,15
3,1192956,15
3,1193236,14
3,1193508,15
3,1193780,14
3,1194052,15
3,1194324,14
3,1194596,14
3,1194868,14
3,1195140,14
3,1195412,14
3,1195684,15
3,1195956,16
3,1196228,15
3,1196500,15
3,1196772,14
3,1197044,15
3,1197340,13
3,1197612,13
3,1197884,14
3,1198156,15
3,1198428,14
3,1198700,14
3,1198972,14
3,1199244,14
3,1199516,15
3,1199788,14
3,1200060,17
3,1200332,17
3,1200604,17
3,1200876,21
3,1201148,25
3,1201428,28
3,1201700,29
3,1201972,30
3,1202244,39
3,1202516,49
3,1202788,66
3,1203060,89
3,1203332,101
3,1203604,122
3,1203876,146
3,1204148,155
3,1204420,177
3,1204692,188
3,1204964,194
3,1205236,212
3,1205532,217
3,1205804,222
3,1206076,236
3,1206348,240
3,1206620,238
3,1206892,251
3,1207164,251
3,1207436,252
3,1207708,263
3,1207980,256
3,1208252,262
3,1208524,269
3,1208796,254
3,1209068,267
3,1209340,270
3,1209620,273
3,1209892,272
3,1210164,267
3,1210436,277
3,1210708,276
3,1210980,272
3,1211252,282
3,1211524,275
3,1211796,274
3,1212068,283
3,1212340,278
3,1212612,280
3,1212884,285
3,1213156,273
3,1213428,280
3,1213724,280
3,1213996,276
3,1214268,282
3,1214540,279
3,1214812,274
3,1215084,283
3,1215356,281
3,1215628,276
3,1215900,286
3,1216172,280
3,1216444,279
3,1216716,287
3,1216988,279
3,1217260,280
3,1217532,287
3,1217812,281
3,1218084,288
3,1218356,276
3,1218628,283
3,1218900,286
3,1219172,277
3,1219444,286
3,1219716,284
3,1219988,265
3,1220260,283
3,1220532,280
3,1220804,279
3,1221076,286
3,1221348,277
3,1221620,279
3,1221916,281
3,1222188,278
3,1222460,281
3,1222732,286
3,1223004,276
3,1223276,281
3,1223548,285
3,1223820,276
3,1224092,285
3,1224364,283
3,1224636,278
3,1224908,286
3,1225180,281
3,1225452,274
3,1225724,284
3,1226004,276
3,1226276,286
3,1226548,275
3,1226820,279
3,1227092,285
3,1227364,277
3,1227636,282
3,1227908,284
3,1228180,275
3,1228452,284
3,1228724,284
3,1228996,277
3,1229268,286
3,1229540,279
3,1229812,276
3,1230108,280
3,1230380,281
3,1230652,277
3,1230924,277
3,1231196,273
3,1231468,276
3,1231740,284
3,1232012,275
3,1232284,281
3,1232556,283
3,1232828,273
3,1233100,282
3,1233372,282
3,1233644,276
3,1233916,285
3,1234196,276
3,1234468,286
3,1234740,279
3,1235012,276
3,1235284,287
3,1235556,279
3,1235828,281
3,1236100,287
3,1236372,277
4,1324908,15
4,1325180,12
4,1325452,15
4,1325724,14
4,1325996,15
4,1326268,14
4,1326540,14
4,1326812,15
4,1327084,15
4,1327380,15
4,1327652,15
4,1327924,14
4,1328196,13
4,1328468,15
4,1328740,15
4,1329012,15
4,1329284,14
4,1329556,14
4,1329828,14
4,1330100,15
4,1330372,14
4,1330644,15
4,1330916,13
4,1331188,14
4,1331484,15
4,1331756,14
4,1332028,14
4,1332300,16
4,1332572,14
4,1332844,13
4,1333116,15
4,1333388,15
4,1333660,17
4,1333932,17
4,1334204,22
4,1334476,26
4,1334748,29
4,1335020,27
4,1335292,34
4,1335572,38
4,1335844,53
4,1336116,67
4,1336388,85
4,1336660,110
4,1336932,126
4,1337204,144
4,1337476,165
4,1337748,174
4,1338020,186
4,1338292,205
4,1338564,207
4,1338836,219
4,1339108,229
4,1339380,229
4,1339676,240
4,1339948,248
4,1340220,245
4,1340492,253
4,1340764,258
4,1341036,253
4,1341308,263
4,1341580,266
4,1341852,256
4,1342124,270
4,1342396,265
4,1342668,264
4,1342940,275
4,1343212,270
4,1343484,272
4,1343764,271
4,1344036,274
4,1344308,281
4,1344580,270
4,1344852,277
4,1345124,281
4,1345396,273
4,1345668,282
4,1345940,280
4,1346212,273
4,1346484,284
4,1346756,279
4,1347028,277
4,1347300,274
4,1347572,274
4,1347868,281
4,1348140,285
4,1348412,277
4,1348684,280
4,1348956,286
4,1349228,275
4,1349500,281
4,1349772,284
4,1350044,277
4,1350316,285
4,1350588,284
4,1350860,275
4,1351132,286
4,1351404,282
4,1351676,281
4,1351956,281
4,1352228,279
4,1352500,287
4,1352772,276
4,1353044,277
4,1353316,285
4,1353588,276
4,1353860,283
4,1354132,284
4,1354404,275
4,1354676,284
4,1354948,283
4,1355220,278
4,1355492,286
4,1355764,282
4,1356060,283
4,1356332,285
4,1356604,281
4,1356876,278
4,1357148,287
4,1357420,277
4,1357692,279
4,1357964,286
4,1358236,275
