Experiment: DisplayExperiment
Date: 30.08.2018
Time: 17:48:31
Width: 1280
Height: 800
Depth: 32
Rate: 60
Monitors: SAM_SycMastr_H9XS904970 | OTM_Optoa WXGA_Q8TV3170464
Trials: 1000

Trial,Time,SensorBrightness
2,825868,26
2,826140,26
2,826412,26
2,826684,27
2,826956,25
2,827228,25
2,827500,25
2,827772,26
2,828044,24
2,828316,25
2,828588,26
2,828860,27
2,829132,26
2,829404,26
2,829700,26
2,829972,26
2,830244,26
2,830516,27
2,830788,26
2,831060,26
2,831332,24
2,831612,25
2,831884,25
2,832156,24
2,832428,25
2,832700,25
2,832972,25
2,833244,26
2,833516,26
2,833812,27
2,834084,28
2,834356,26
2,834628,27
2,834900,26
2,835172,25
2,835444,25
2,835716,25
2,835988,24
2,836260,24
2,836532,25
2,836804,25
2,837076,25
2,837348,29
2,837620,26
2,837916,26
2,838188,27
2,838460,25
2,838732,25
2,839004,26
2,839276,26
2,839548,26
2,839820,25
2,840092,25
2,840364,25
2,840636,26
2,840908,25
2,841180,25
2,841452,26
2,841724,26
2,842004,26
2,842276,29
2,842548,27
2,842820,26
2,843092,26
2,843364,25
2,843636,25
2,843908,25
2,844180,26
2,844452,25
2,844724,25
2,844996,25
2,845268,27
2,845540,26
2,845812,26
2,846108,27
2,846380,27
2,846652,27
2,846924,26
2,847196,26
2,847468,27
2,847740,26
2,848012,27
2,848284,25
2,848556,25
2,848828,25
2,849100,25
2,849372,24
2,849644,26
2,849916,26
2,850196,26
2,850468,27
2,850740,28
2,851012,27
2,851284,27
2,851556,26
2,851828,25
2,852100,24
2,852372,25
2,852644,25
2,852916,26
2,853188,25
2,853460,27
2,853732,26
2,854004,26
2,854300,26
2,854572,26
2,854844,26
2,855116,27
2,855388,26
2,855660,26
2,855932,26
2,856204,26
2,856476,24
2,856748,26
2,857020,25
2,857292,26
2,857564,27
2,857836,24
2,858108,26
2,858388,26
2,858660,26
2,858932,28
2,859204,26
2,859476,27
2,859748,27
2,860020,26
2,860292,25
2,860564,25
2,860836,24
2,861108,25
2,861380,25
2,861652,25
2,861924,27
2,862196,26
2,862492,26
2,862764,26
2,863036,26
2,863308,26
2,863580,25
2,863852,27
2,864124,26
2,864396,26
2,864668,26
2,864940,26
2,865212,25
2,865484,25
2,865756,27
2,866028,25
2,866300,25
2,866580,25
2,866852,26
2,867124,26
2,867396,28
2,867668,26
2,867940,28
2,868212,27
2,868484,27
2,868756,25
2,869028,25
2,869300,25
2,869572,25
2,869844,24
2,870116,28
2,870388,27
2,870684,27
2,870956,26
2,871228,26
2,871500,27
2,871772,26
2,872044,25
2,872316,26
2,872588,27
2,872860,27
2,873132,25
2,873404,25
2,873676,24
2,873948,27
2,874220,25
2,874492,26
2,874772,26
2,875044,25
2,875316,859
2,875588,859
2,875860,859
2,876132,859
2,876404,858
2,876676,859
2,876948,859
2,877220,859
2,877492,859
2,877764,859
2,878036,858
2,878308,852
2,878580,859
2,878876,858
2,879148,859
2,879420,857
2,879692,859
2,879964,859
2,880236,455
3,922748,25
3,923020,26
3,923292,25
3,923564,26
3,923836,25
3,924108,25
3,924380,25
3,924652,25
3,924948,25
3,925220,26
3,925492,25
3,925764,28
3,926036,26
3,926308,27
3,926580,26
3,926852,25
3,927124,25
3,927396,25
3,927668,24
3,927940,26
3,928212,26
3,928484,25
3,928756,27
3,929052,27
3,929324,26
3,929596,26
3,929868,27
3,930140,27
3,930412,25
3,930684,27
3,930956,25
3,931228,25
3,931500,26
3,931772,26
3,932044,26
3,932316,25
3,932588,25
3,932860,25
3,933140,25
3,933412,25
3,933684,25
3,933956,26
3,934228,28
3,934500,26
3,934772,28
3,935044,27
3,935316,27
3,935588,25
3,935860,25
3,936132,25
3,936404,24
3,936676,25
3,936948,26
3,937244,26
3,937516,27
3,937788,27
3,938060,26
3,938332,26
3,938604,26
3,938876,26
3,939148,26
3,939420,27
3,939692,26
3,939964,26
3,940236,25
3,940508,25
3,940780,25
3,941052,25
3,941332,25
3,941604,25
3,941876,25
3,942148,26
3,942420,29
3,942692,26
3,942964,25
3,943236,26
3,943508,26
3,943780,26
3,944052,25
3,944324,25
3,944596,25
3,944868,24
3,945140,26
3,945436,26
3,945708,26
3,945980,26
3,946252,26
3,946524,27
3,946796,26
3,947068,25
3,947340,25
3,947612,25
3,947884,26
3,948156,26
3,948428,26
3,948700,26
3,948972,25
3,949244,25
3,949524,26
3,949796,25
3,950068,25
3,950340,26
3,950612,27
3,950884,29
3,951156,26
3,951428,26
3,951700,27
3,951972,26
3,952244,25
3,952516,25
3,952788,24
3,953060,25
3,953332,25
3,953628,25
3,953900,27
3,954172,26
3,954444,27
3,954716,26
3,954988,26
3,955260,27
3,955532,25
3,955804,25
3,956076,26
3,956348,26
3,956620,26
3,956892,25
3,957164,25
3,957436,25
3,957716,25
3,957988,25
3,958260,25
3,958532,25
3,958804,857
3,959076,859
3,959348,858
3,959620,858
3,959892,858
3,960164,858
3,960436,859
3,960708,859
3,960980,859
3,961252,859
3,961524,859
3,961820,858
3,962092,859
3,962364,858
3,962636,859
3,962908,859
